AssessmentYear,AssessmentCategory,RegionalUnitID,StationNumber,StationName,SampleDay,Parameter,DailyMean,Unit,Exceedance,Latitude,Longitude,ParentTable,DataSource
2019,Contaminants in Water & Sediment - Water Quality,LO13,600010064,NORTH CHANNEL WEST OF KINGSTON,18/05/2006,Manganese,2.5,UG/L,Does not exceed F/P guidelines,44.1807,-76.7351,GreatLakesNearshoreWaterChemistryProvincial.csv,MECP Great Lakes Water Chemistry
2019,Contaminants in Water & Sediment - Water Quality,LO13,600010064,NORTH CHANNEL WEST OF KINGSTON,18/05/2006,Mercury,0,UG/L,Does not exceed F/P guidelines,44.1807,-76.7351,GreatLakesNearshoreWaterChemistryProvincial.csv,MECP Great Lakes Water Chemistry
2019,Contaminants in Water & Sediment - Water Quality,LO13,600010064,NORTH CHANNEL WEST OF KINGSTON,18/05/2006,Molybdenum,0.7,UG/L,Does not exceed F/P guidelines,44.1807,-76.7351,GreatLakesNearshoreWaterChemistryProvincial.csv,MECP Great Lakes Water Chemistry
2019,Contaminants in Water & Sediment - Water Quality,LO13,600010064,NORTH CHANNEL WEST OF KINGSTON,18/05/2006,Nickel,0.333,UG/L,Does not exceed F/P guidelines,44.1807,-76.7351,GreatLakesNearshoreWaterChemistryProvincial.csv,MECP Great Lakes Water Chemistry
2019,Contaminants in Water & Sediment - Water Quality,LO13,600010064,NORTH CHANNEL WEST OF KINGSTON,18/05/2006,Vanadium,0.347,UG/L,Does not exceed F/P guidelines,44.1807,-76.7351,GreatLakesNearshoreWaterChemistryProvincial.csv,MECP Great Lakes Water Chemistry
2019,Contaminants in Water & Sediment - Water Quality,LO13,600010064,NORTH CHANNEL WEST OF KINGSTON,18/05/2006,Zinc,0.533,UG/L,Does not exceed F/P guidelines,44.1807,-76.7351,GreatLakesNearshoreWaterChemistryProvincial.csv,MECP Great Lakes Water Chemistry
2019,Contaminants in Water & Sediment - Water Quality,LO13,600010064,NORTH CHANNEL WEST OF KINGSTON,21/08/2006,pH,8.337,-,Does not exceed F/P guidelines,44.1807,-76.7351,GreatLakesNearshoreWaterChemistryProvincial.csv,MECP Great Lakes Water Chemistry
2019,Contaminants in Water & Sediment - Water Quality,LO13,600010064,NORTH CHANNEL WEST OF KINGSTON,21/08/2006,Chloride,22.767,MG/L,Does not exceed F/P guidelines,44.1807,-76.7351,GreatLakesNearshoreWaterChemistryProvincial.csv,MECP Great Lakes Water Chemistry
2019,Contaminants in Water & Sediment - Water Quality,LO13,600010064,NORTH CHANNEL WEST OF KINGSTON,21/08/2006,Hardness,115.667,MG/L,Does not exceed F/P guidelines,44.1807,-76.7351,GreatLakesNearshoreWaterChemistryProvincial.csv,MECP Great Lakes Water Chemistry
2019,Contaminants in Water & Sediment - Water Quality,LO13,600010064,NORTH CHANNEL WEST OF KINGSTON,21/08/2006,Aluminum,1.2,UG/L,Does not exceed F/P guidelines,44.1807,-76.7351,GreatLakesNearshoreWaterChemistryProvincial.csv,MECP Great Lakes Water Chemistry
2019,Contaminants in Water & Sediment - Water Quality,LO13,600010064,NORTH CHANNEL WEST OF KINGSTON,21/08/2006,Beryllium,0,UG/L,Does not exceed F/P guidelines,44.1807,-76.7351,GreatLakesNearshoreWaterChemistryProvincial.csv,MECP Great Lakes Water Chemistry
2019,Contaminants in Water & Sediment - Water Quality,LO13,600010064,NORTH CHANNEL WEST OF KINGSTON,21/08/2006,Cadmium,0,UG/L,Does not exceed F/P guidelines,44.1807,-76.7351,GreatLakesNearshoreWaterChemistryProvincial.csv,MECP Great Lakes Water Chemistry
2019,Contaminants in Water & Sediment - Water Quality,LO13,600010064,NORTH CHANNEL WEST OF KINGSTON,21/08/2006,Chromium,0.44,UG/L,Does not exceed F/P guidelines,44.1807,-76.7351,GreatLakesNearshoreWaterChemistryProvincial.csv,MECP Great Lakes Water Chemistry
2019,Contaminants in Water & Sediment - Water Quality,LO13,600010064,NORTH CHANNEL WEST OF KINGSTON,21/08/2006,Copper,1.42,UG/L,Does not exceed F/P guidelines,44.1807,-76.7351,GreatLakesNearshoreWaterChemistryProvincial.csv,MECP Great Lakes Water Chemistry
2019,Contaminants in Water & Sediment - Water Quality,LO13,600010064,NORTH CHANNEL WEST OF KINGSTON,21/08/2006,Iron,6,UG/L,Does not exceed F/P guidelines,44.1807,-76.7351,GreatLakesNearshoreWaterChemistryProvincial.csv,MECP Great Lakes Water Chemistry
2019,Contaminants in Water & Sediment - Water Quality,LO13,600010064,NORTH CHANNEL WEST OF KINGSTON,21/08/2006,Lead,0.014,UG/L,Does not exceed F/P guidelines,44.1807,-76.7351,GreatLakesNearshoreWaterChemistryProvincial.csv,MECP Great Lakes Water Chemistry
2019,Contaminants in Water & Sediment - Water Quality,LO13,600010064,NORTH CHANNEL WEST OF KINGSTON,21/08/2006,Manganese,1.72,UG/L,Does not exceed F/P guidelines,44.1807,-76.7351,GreatLakesNearshoreWaterChemistryProvincial.csv,MECP Great Lakes Water Chemistry
2019,Contaminants in Water & Sediment - Water Quality,LO13,600010064,NORTH CHANNEL WEST OF KINGSTON,21/08/2006,Mercury,0,UG/L,Does not exceed F/P guidelines,44.1807,-76.7351,GreatLakesNearshoreWaterChemistryProvincial.csv,MECP Great Lakes Water Chemistry
2019,Contaminants in Water & Sediment - Water Quality,LO13,600010064,NORTH CHANNEL WEST OF KINGSTON,21/08/2006,Molybdenum,0.76,UG/L,Does not exceed F/P guidelines,44.1807,-76.7351,GreatLakesNearshoreWaterChemistryProvincial.csv,MECP Great Lakes Water Chemistry
2019,Contaminants in Water & Sediment - Water Quality,LO13,600010064,NORTH CHANNEL WEST OF KINGSTON,21/08/2006,Nickel,0.18,UG/L,Does not exceed F/P guidelines,44.1807,-76.7351,GreatLakesNearshoreWaterChemistryProvincial.csv,MECP Great Lakes Water Chemistry
2019,Contaminants in Water & Sediment - Water Quality,LO13,600010064,NORTH CHANNEL WEST OF KINGSTON,21/08/2006,Vanadium,0.204,UG/L,Does not exceed F/P guidelines,44.1807,-76.7351,GreatLakesNearshoreWaterChemistryProvincial.csv,MECP Great Lakes Water Chemistry
2019,Contaminants in Water & Sediment - Water Quality,LO13,600010064,NORTH CHANNEL WEST OF KINGSTON,21/08/2006,Zinc,1.36,UG/L,Does not exceed F/P guidelines,44.1807,-76.7351,GreatLakesNearshoreWaterChemistryProvincial.csv,MECP Great Lakes Water Chemistry
2019,Contaminants in Water & Sediment - Water Quality,LO13,600010064,NORTH CHANNEL WEST OF KINGSTON,23/11/2006,pH,8.33,-,Does not exceed F/P guidelines,44.1807,-76.7351,GreatLakesNearshoreWaterChemistryProvincial.csv,MECP Great Lakes Water Chemistry
2019,Contaminants in Water & Sediment - Water Quality,LO13,600010064,NORTH CHANNEL WEST OF KINGSTON,23/11/2006,Chloride,22.233,MG/L,Does not exceed F/P guidelines,44.1807,-76.7351,GreatLakesNearshoreWaterChemistryProvincial.csv,MECP Great Lakes Water Chemistry
2019,Contaminants in Water & Sediment - Water Quality,LO13,600010064,NORTH CHANNEL WEST OF KINGSTON,23/11/2006,Hardness,113.667,MG/L,Does not exceed F/P guidelines,44.1807,-76.7351,GreatLakesNearshoreWaterChemistryProvincial.csv,MECP Great Lakes Water Chemistry
2019,Contaminants in Water & Sediment - Water Quality,LO13,600010064,NORTH CHANNEL WEST OF KINGSTON,23/11/2006,Aluminum,1.8,UG/L,Does not exceed F/P guidelines,44.1807,-76.7351,GreatLakesNearshoreWaterChemistryProvincial.csv,MECP Great Lakes Water Chemistry
2019,Contaminants in Water & Sediment - Water Quality,LO13,600010064,NORTH CHANNEL WEST OF KINGSTON,23/11/2006,Beryllium,0,UG/L,Does not exceed F/P guidelines,44.1807,-76.7351,GreatLakesNearshoreWaterChemistryProvincial.csv,MECP Great Lakes Water Chemistry
2019,Contaminants in Water & Sediment - Water Quality,LO13,600010064,NORTH CHANNEL WEST OF KINGSTON,23/11/2006,Cadmium,-0.002,UG/L,Does not exceed F/P guidelines,44.1807,-76.7351,GreatLakesNearshoreWaterChemistryProvincial.csv,MECP Great Lakes Water Chemistry
2019,Contaminants in Water & Sediment - Water Quality,LO13,600010064,NORTH CHANNEL WEST OF KINGSTON,23/11/2006,Chromium,0.8,UG/L,Does not exceed F/P guidelines,44.1807,-76.7351,GreatLakesNearshoreWaterChemistryProvincial.csv,MECP Great Lakes Water Chemistry
2019,Contaminants in Water & Sediment - Water Quality,LO13,600010064,NORTH CHANNEL WEST OF KINGSTON,23/11/2006,Copper,0.46,UG/L,Does not exceed F/P guidelines,44.1807,-76.7351,GreatLakesNearshoreWaterChemistryProvincial.csv,MECP Great Lakes Water Chemistry
2019,Contaminants in Water & Sediment - Water Quality,LO13,600010064,NORTH CHANNEL WEST OF KINGSTON,23/11/2006,Iron,5.8,UG/L,Does not exceed F/P guidelines,44.1807,-76.7351,GreatLakesNearshoreWaterChemistryProvincial.csv,MECP Great Lakes Water Chemistry
2019,Contaminants in Water & Sediment - Water Quality,LO13,600010064,NORTH CHANNEL WEST OF KINGSTON,23/11/2006,Lead,0.022,UG/L,Does not exceed F/P guidelines,44.1807,-76.7351,GreatLakesNearshoreWaterChemistryProvincial.csv,MECP Great Lakes Water Chemistry
2019,Contaminants in Water & Sediment - Water Quality,LO13,600010064,NORTH CHANNEL WEST OF KINGSTON,23/11/2006,Manganese,1.34,UG/L,Does not exceed F/P guidelines,44.1807,-76.7351,GreatLakesNearshoreWaterChemistryProvincial.csv,MECP Great Lakes Water Chemistry
2019,Contaminants in Water & Sediment - Water Quality,LO13,600010064,NORTH CHANNEL WEST OF KINGSTON,23/11/2006,Mercury,0,UG/L,Does not exceed F/P guidelines,44.1807,-76.7351,GreatLakesNearshoreWaterChemistryProvincial.csv,MECP Great Lakes Water Chemistry
2019,Contaminants in Water & Sediment - Water Quality,LO13,600010064,NORTH CHANNEL WEST OF KINGSTON,23/11/2006,Molybdenum,0.76,UG/L,Does not exceed F/P guidelines,44.1807,-76.7351,GreatLakesNearshoreWaterChemistryProvincial.csv,MECP Great Lakes Water Chemistry
2019,Contaminants in Water & Sediment - Water Quality,LO13,600010064,NORTH CHANNEL WEST OF KINGSTON,23/11/2006,Nickel,0.1,UG/L,Does not exceed F/P guidelines,44.1807,-76.7351,GreatLakesNearshoreWaterChemistryProvincial.csv,MECP Great Lakes Water Chemistry
2019,Contaminants in Water & Sediment - Water Quality,LO13,600010064,NORTH CHANNEL WEST OF KINGSTON,23/11/2006,Vanadium,0.202,UG/L,Does not exceed F/P guidelines,44.1807,-76.7351,GreatLakesNearshoreWaterChemistryProvincial.csv,MECP Great Lakes Water Chemistry
2019,Contaminants in Water & Sediment - Water Quality,LO13,600010064,NORTH CHANNEL WEST OF KINGSTON,23/11/2006,Zinc,0.72,UG/L,Does not exceed F/P guidelines,44.1807,-76.7351,GreatLakesNearshoreWaterChemistryProvincial.csv,MECP Great Lakes Water Chemistry
2019,Contaminants in Water & Sediment - Water Quality,LO13,600010064,NORTH CHANNEL WEST OF KINGSTON,21/04/2009,pH,8.077,-,Does not exceed F/P guidelines,44.1807,-76.7351,GreatLakesNearshoreWaterChemistryProvincial.csv,MECP Great Lakes Water Chemistry
2019,Contaminants in Water & Sediment - Water Quality,LO13,600010064,NORTH CHANNEL WEST OF KINGSTON,21/04/2009,Chloride,19.133,MG/L,Does not exceed F/P guidelines,44.1807,-76.7351,GreatLakesNearshoreWaterChemistryProvincial.csv,MECP Great Lakes Water Chemistry
2019,Contaminants in Water & Sediment - Water Quality,LO13,600010064,NORTH CHANNEL WEST OF KINGSTON,21/04/2009,Hardness,122.333,MG/L,Does not exceed F/P guidelines,44.1807,-76.7351,GreatLakesNearshoreWaterChemistryProvincial.csv,MECP Great Lakes Water Chemistry
2019,Contaminants in Water & Sediment - Water Quality,LO13,600010064,NORTH CHANNEL WEST OF KINGSTON,21/04/2009,Aluminum,4.52,UG/L,Does not exceed F/P guidelines,44.1807,-76.7351,GreatLakesNearshoreWaterChemistryProvincial.csv,MECP Great Lakes Water Chemistry
2019,Contaminants in Water & Sediment - Water Quality,LO13,600010064,NORTH CHANNEL WEST OF KINGSTON,21/04/2009,Antimony,0.5,UG/L,Does not exceed F/P guidelines,44.1807,-76.7351,GreatLakesNearshoreWaterChemistryProvincial.csv,MECP Great Lakes Water Chemistry
2019,Contaminants in Water & Sediment - Water Quality,LO13,600010064,NORTH CHANNEL WEST OF KINGSTON,21/04/2009,Arsenic,0.667,UG/L,Does not exceed F/P guidelines,44.1807,-76.7351,GreatLakesNearshoreWaterChemistryProvincial.csv,MECP Great Lakes Water Chemistry
2019,Contaminants in Water & Sediment - Water Quality,LO13,600010064,NORTH CHANNEL WEST OF KINGSTON,21/04/2009,Beryllium,0,UG/L,Does not exceed F/P guidelines,44.1807,-76.7351,GreatLakesNearshoreWaterChemistryProvincial.csv,MECP Great Lakes Water Chemistry
2019,Contaminants in Water & Sediment - Water Quality,LO13,600010064,NORTH CHANNEL WEST OF KINGSTON,21/04/2009,Boron,17.3,UG/L,Does not exceed F/P guidelines,44.1807,-76.7351,GreatLakesNearshoreWaterChemistryProvincial.csv,MECP Great Lakes Water Chemistry
2019,Contaminants in Water & Sediment - Water Quality,LO13,600010064,NORTH CHANNEL WEST OF KINGSTON,21/04/2009,Cadmium,0.01,UG/L,Does not exceed F/P guidelines,44.1807,-76.7351,GreatLakesNearshoreWaterChemistryProvincial.csv,MECP Great Lakes Water Chemistry
2019,Contaminants in Water & Sediment - Water Quality,LO13,600010064,NORTH CHANNEL WEST OF KINGSTON,21/04/2009,Chromium,0.1,UG/L,Does not exceed F/P guidelines,44.1807,-76.7351,GreatLakesNearshoreWaterChemistryProvincial.csv,MECP Great Lakes Water Chemistry
2019,Contaminants in Water & Sediment - Water Quality,LO13,600010064,NORTH CHANNEL WEST OF KINGSTON,21/04/2009,Copper,0.633,UG/L,Does not exceed F/P guidelines,44.1807,-76.7351,GreatLakesNearshoreWaterChemistryProvincial.csv,MECP Great Lakes Water Chemistry
2019,Contaminants in Water & Sediment - Water Quality,LO13,600010064,NORTH CHANNEL WEST OF KINGSTON,21/04/2009,Iron,3.333,UG/L,Does not exceed F/P guidelines,44.1807,-76.7351,GreatLakesNearshoreWaterChemistryProvincial.csv,MECP Great Lakes Water Chemistry
2019,Contaminants in Water & Sediment - Water Quality,LO13,600010064,NORTH CHANNEL WEST OF KINGSTON,21/04/2009,Lead,0.05,UG/L,Does not exceed F/P guidelines,44.1807,-76.7351,GreatLakesNearshoreWaterChemistryProvincial.csv,MECP Great Lakes Water Chemistry
2019,Contaminants in Water & Sediment - Water Quality,LO13,600010064,NORTH CHANNEL WEST OF KINGSTON,21/04/2009,Manganese,1.833,UG/L,Does not exceed F/P guidelines,44.1807,-76.7351,GreatLakesNearshoreWaterChemistryProvincial.csv,MECP Great Lakes Water Chemistry
2019,Contaminants in Water & Sediment - Water Quality,LO13,600010064,NORTH CHANNEL WEST OF KINGSTON,21/04/2009,Mercury,0,UG/L,Does not exceed F/P guidelines,44.1807,-76.7351,GreatLakesNearshoreWaterChemistryProvincial.csv,MECP Great Lakes Water Chemistry
2019,Contaminants in Water & Sediment - Water Quality,LO13,600010064,NORTH CHANNEL WEST OF KINGSTON,21/04/2009,Molybdenum,0.8,UG/L,Does not exceed F/P guidelines,44.1807,-76.7351,GreatLakesNearshoreWaterChemistryProvincial.csv,MECP Great Lakes Water Chemistry
2019,Contaminants in Water & Sediment - Water Quality,LO13,600010064,NORTH CHANNEL WEST OF KINGSTON,21/04/2009,Nickel,0.467,UG/L,Does not exceed F/P guidelines,44.1807,-76.7351,GreatLakesNearshoreWaterChemistryProvincial.csv,MECP Great Lakes Water Chemistry
2019,Contaminants in Water & Sediment - Water Quality,LO13,600010064,NORTH CHANNEL WEST OF KINGSTON,21/04/2009,Selenium,0,UG/L,Does not exceed F/P guidelines,44.1807,-76.7351,GreatLakesNearshoreWaterChemistryProvincial.csv,MECP Great Lakes Water Chemistry
2019,Contaminants in Water & Sediment - Water Quality,LO13,600010064,NORTH CHANNEL WEST OF KINGSTON,21/04/2009,Silver,0,UG/L,Does not exceed F/P guidelines,44.1807,-76.7351,GreatLakesNearshoreWaterChemistryProvincial.csv,MECP Great Lakes Water Chemistry
2019,Contaminants in Water & Sediment - Water Quality,LO13,600010064,NORTH CHANNEL WEST OF KINGSTON,21/04/2009,Thallium,0.027,UG/L,Does not exceed F/P guidelines,44.1807,-76.7351,GreatLakesNearshoreWaterChemistryProvincial.csv,MECP Great Lakes Water Chemistry
2019,Contaminants in Water & Sediment - Water Quality,LO13,600010064,NORTH CHANNEL WEST OF KINGSTON,21/04/2009,Uranium,0.307,UG/L,Does not exceed F/P guidelines,44.1807,-76.7351,GreatLakesNearshoreWaterChemistryProvincial.csv,MECP Great Lakes Water Chemistry
2019,Contaminants in Water & Sediment - Water Quality,LO13,600010064,NORTH CHANNEL WEST OF KINGSTON,21/04/2009,Vanadium,0.627,UG/L,Does not exceed F/P guidelines,44.1807,-76.7351,GreatLakesNearshoreWaterChemistryProvincial.csv,MECP Great Lakes Water Chemistry
2019,Contaminants in Water & Sediment - Water Quality,LO13,600010064,NORTH CHANNEL WEST OF KINGSTON,21/04/2009,Zinc,0.533,UG/L,Does not exceed F/P guidelines,44.1807,-76.7351,GreatLakesNearshoreWaterChemistryProvincial.csv,MECP Great Lakes Water Chemistry
2019,Contaminants in Water & Sediment - Water Quality,LO13,600010064,NORTH CHANNEL WEST OF KINGSTON,05/08/2009,pH,8.19,-,Does not exceed F/P guidelines,44.1807,-76.7351,GreatLakesNearshoreWaterChemistryProvincial.csv,MECP Great Lakes Water Chemistry
2019,Contaminants in Water & Sediment - Water Quality,LO13,600010064,NORTH CHANNEL WEST OF KINGSTON,05/08/2009,Chloride,22.567,MG/L,Does not exceed F/P guidelines,44.1807,-76.7351,GreatLakesNearshoreWaterChemistryProvincial.csv,MECP Great Lakes Water Chemistry
2019,Contaminants in Water & Sediment - Water Quality,LO13,600010064,NORTH CHANNEL WEST OF KINGSTON,05/08/2009,Hardness,114,MG/L,Does not exceed F/P guidelines,44.1807,-76.7351,GreatLakesNearshoreWaterChemistryProvincial.csv,MECP Great Lakes Water Chemistry
2019,Contaminants in Water & Sediment - Water Quality,LO13,600010064,NORTH CHANNEL WEST OF KINGSTON,05/08/2009,Aluminum,1.573,UG/L,Does not exceed F/P guidelines,44.1807,-76.7351,GreatLakesNearshoreWaterChemistryProvincial.csv,MECP Great Lakes Water Chemistry
2019,Contaminants in Water & Sediment - Water Quality,LO13,600010064,NORTH CHANNEL WEST OF KINGSTON,05/08/2009,Antimony,0.6,UG/L,Does not exceed F/P guidelines,44.1807,-76.7351,GreatLakesNearshoreWaterChemistryProvincial.csv,MECP Great Lakes Water Chemistry
2019,Contaminants in Water & Sediment - Water Quality,LO13,600010064,NORTH CHANNEL WEST OF KINGSTON,05/08/2009,Arsenic,0.9,UG/L,Does not exceed F/P guidelines,44.1807,-76.7351,GreatLakesNearshoreWaterChemistryProvincial.csv,MECP Great Lakes Water Chemistry
2019,Contaminants in Water & Sediment - Water Quality,LO13,600010064,NORTH CHANNEL WEST OF KINGSTON,05/08/2009,Beryllium,0,UG/L,Does not exceed F/P guidelines,44.1807,-76.7351,GreatLakesNearshoreWaterChemistryProvincial.csv,MECP Great Lakes Water Chemistry
2019,Contaminants in Water & Sediment - Water Quality,LO13,600010064,NORTH CHANNEL WEST OF KINGSTON,05/08/2009,Boron,22.7,UG/L,Does not exceed F/P guidelines,44.1807,-76.7351,GreatLakesNearshoreWaterChemistryProvincial.csv,MECP Great Lakes Water Chemistry
2019,Contaminants in Water & Sediment - Water Quality,LO13,600010064,NORTH CHANNEL WEST OF KINGSTON,05/08/2009,Cadmium,0.013,UG/L,Does not exceed F/P guidelines,44.1807,-76.7351,GreatLakesNearshoreWaterChemistryProvincial.csv,MECP Great Lakes Water Chemistry
2019,Contaminants in Water & Sediment - Water Quality,LO13,600010064,NORTH CHANNEL WEST OF KINGSTON,05/08/2009,Chromium,0.167,UG/L,Does not exceed F/P guidelines,44.1807,-76.7351,GreatLakesNearshoreWaterChemistryProvincial.csv,MECP Great Lakes Water Chemistry
2019,Contaminants in Water & Sediment - Water Quality,LO13,600010064,NORTH CHANNEL WEST OF KINGSTON,05/08/2009,Copper,1,UG/L,Does not exceed F/P guidelines,44.1807,-76.7351,GreatLakesNearshoreWaterChemistryProvincial.csv,MECP Great Lakes Water Chemistry
2019,Contaminants in Water & Sediment - Water Quality,LO13,600010064,NORTH CHANNEL WEST OF KINGSTON,05/08/2009,Iron,6,UG/L,Does not exceed F/P guidelines,44.1807,-76.7351,GreatLakesNearshoreWaterChemistryProvincial.csv,MECP Great Lakes Water Chemistry
2019,Contaminants in Water & Sediment - Water Quality,LO13,600010064,NORTH CHANNEL WEST OF KINGSTON,05/08/2009,Lead,0.023,UG/L,Does not exceed F/P guidelines,44.1807,-76.7351,GreatLakesNearshoreWaterChemistryProvincial.csv,MECP Great Lakes Water Chemistry
2019,Contaminants in Water & Sediment - Water Quality,LO13,600010064,NORTH CHANNEL WEST OF KINGSTON,05/08/2009,Manganese,2.533,UG/L,Does not exceed F/P guidelines,44.1807,-76.7351,GreatLakesNearshoreWaterChemistryProvincial.csv,MECP Great Lakes Water Chemistry
2019,Contaminants in Water & Sediment - Water Quality,LO13,600010064,NORTH CHANNEL WEST OF KINGSTON,05/08/2009,Mercury,0,UG/L,Does not exceed F/P guidelines,44.1807,-76.7351,GreatLakesNearshoreWaterChemistryProvincial.csv,MECP Great Lakes Water Chemistry
2019,Contaminants in Water & Sediment - Water Quality,LO13,600010064,NORTH CHANNEL WEST OF KINGSTON,05/08/2009,Molybdenum,1.133,UG/L,Does not exceed F/P guidelines,44.1807,-76.7351,GreatLakesNearshoreWaterChemistryProvincial.csv,MECP Great Lakes Water Chemistry
2019,Contaminants in Water & Sediment - Water Quality,LO13,600010064,NORTH CHANNEL WEST OF KINGSTON,05/08/2009,Nickel,0.6,UG/L,Does not exceed F/P guidelines,44.1807,-76.7351,GreatLakesNearshoreWaterChemistryProvincial.csv,MECP Great Lakes Water Chemistry
2019,Contaminants in Water & Sediment - Water Quality,LO13,600010064,NORTH CHANNEL WEST OF KINGSTON,05/08/2009,Selenium,0,UG/L,Does not exceed F/P guidelines,44.1807,-76.7351,GreatLakesNearshoreWaterChemistryProvincial.csv,MECP Great Lakes Water Chemistry
2019,Contaminants in Water & Sediment - Water Quality,LO13,600010064,NORTH CHANNEL WEST OF KINGSTON,05/08/2009,Silver,0,UG/L,Does not exceed F/P guidelines,44.1807,-76.7351,GreatLakesNearshoreWaterChemistryProvincial.csv,MECP Great Lakes Water Chemistry
2019,Contaminants in Water & Sediment - Water Quality,LO13,600010064,NORTH CHANNEL WEST OF KINGSTON,05/08/2009,Thallium,0.02,UG/L,Does not exceed F/P guidelines,44.1807,-76.7351,GreatLakesNearshoreWaterChemistryProvincial.csv,MECP Great Lakes Water Chemistry
2019,Contaminants in Water & Sediment - Water Quality,LO13,600010064,NORTH CHANNEL WEST OF KINGSTON,05/08/2009,Uranium,0.283,UG/L,Does not exceed F/P guidelines,44.1807,-76.7351,GreatLakesNearshoreWaterChemistryProvincial.csv,MECP Great Lakes Water Chemistry
2019,Contaminants in Water & Sediment - Water Quality,LO13,600010064,NORTH CHANNEL WEST OF KINGSTON,05/08/2009,Vanadium,0.75,UG/L,Does not exceed F/P guidelines,44.1807,-76.7351,GreatLakesNearshoreWaterChemistryProvincial.csv,MECP Great Lakes Water Chemistry
2019,Contaminants in Water & Sediment - Water Quality,LO13,600010064,NORTH CHANNEL WEST OF KINGSTON,05/08/2009,Zinc,0.6,UG/L,Does not exceed F/P guidelines,44.1807,-76.7351,GreatLakesNearshoreWaterChemistryProvincial.csv,MECP Great Lakes Water Chemistry
2019,Contaminants in Water & Sediment - Water Quality,LO13,600010064,NORTH CHANNEL WEST OF KINGSTON,12/11/2009,pH,8.137,-,Does not exceed F/P guidelines,44.1807,-76.7351,GreatLakesNearshoreWaterChemistryProvincial.csv,MECP Great Lakes Water Chemistry
2019,Contaminants in Water & Sediment - Water Quality,LO13,600010064,NORTH CHANNEL WEST OF KINGSTON,12/11/2009,Chloride,23.033,MG/L,Does not exceed F/P guidelines,44.1807,-76.7351,GreatLakesNearshoreWaterChemistryProvincial.csv,MECP Great Lakes Water Chemistry
2019,Contaminants in Water & Sediment - Water Quality,LO13,600010064,NORTH CHANNEL WEST OF KINGSTON,12/11/2009,Hardness,116.667,MG/L,Does not exceed F/P guidelines,44.1807,-76.7351,GreatLakesNearshoreWaterChemistryProvincial.csv,MECP Great Lakes Water Chemistry
