AssessmentYear,AssessmentCategory,RegionalUnitID,UnitType,ShorelineType,ShorelineExposure,Imagery,LengthKM,x_start,y_start,x_end,y_end
2019,Coastal Processes - Shoreline Hardening,LO01,Moderate Energy Nearshore with Connecting Channel,Natural,Connecting Channel,SWOOP2015,0.862264534,-79.00800315,42.97288887,-79.01715968,42.97671613
2019,Coastal Processes - Shoreline Hardening,LO01,Moderate Energy Nearshore with Connecting Channel,Hardened,Connecting Channel,SWOOP2015,0.192354307,-79.01715968,42.97671613,-79.01904923,42.97774241
2019,Coastal Processes - Shoreline Hardening,LO01,Moderate Energy Nearshore with Connecting Channel,Natural,Connecting Channel,SWOOP2015,0.538637282,-79.01904923,42.97774241,-79.02358245,42.98125102
2019,Coastal Processes - Shoreline Hardening,LO01,Moderate Energy Nearshore with Connecting Channel,Hardened,Connecting Channel,SWOOP2015,0.830890183,-79.02358245,42.98125102,-79.02746057,42.98809643
2019,Coastal Processes - Shoreline Hardening,LO01,Moderate Energy Nearshore with Connecting Channel,Natural,Connecting Channel,SWOOP2015,0.441503651,-79.02746057,42.98809643,-79.02779801,42.99201859
2019,Coastal Processes - Shoreline Hardening,LO01,Moderate Energy Nearshore with Connecting Channel,Hardened,Connecting Channel,SWOOP2015,0.249669207,-79.02779801,42.99201859,-79.02755673,42.99425671
2019,Coastal Processes - Shoreline Hardening,LO01,Moderate Energy Nearshore with Connecting Channel,Natural,Connecting Channel,SWOOP2015,0.794990657,-79.02755673,42.99425671,-79.02901721,43.00124217
2019,Coastal Processes - Shoreline Hardening,LO01,Moderate Energy Nearshore with Connecting Channel,Hardened,Connecting Channel,SWOOP2015,0.202871615,-79.02901721,43.00124217,-79.02948239,43.00303623
2019,Coastal Processes - Shoreline Hardening,LO01,Moderate Energy Nearshore with Connecting Channel,Hardened,Connecting Channel,SWOOP2015,0.282057401,-79.03110537,43.01577862,-79.03098567,43.0183153
2019,Coastal Processes - Shoreline Hardening,LO01,Moderate Energy Nearshore with Connecting Channel,Natural,Connecting Channel,SWOOP2015,1.429777649,-79.02948239,43.00303623,-79.03110537,43.01577862
2019,Coastal Processes - Shoreline Hardening,LO01,Moderate Energy Nearshore with Connecting Channel,Natural,Connecting Channel,SWOOP2015,0.206784937,-79.03098567,43.0183153,-79.03048791,43.02014064
2019,Coastal Processes - Shoreline Hardening,LO01,Moderate Energy Nearshore with Connecting Channel,Hardened,Connecting Channel,SWOOP2015,0.660343839,-79.03048791,43.02014064,-79.02668749,43.02535648
2019,Coastal Processes - Shoreline Hardening,LO01,Moderate Energy Nearshore with Connecting Channel,Natural,Connecting Channel,SWOOP2015,0.604454977,-79.02668749,43.02535648,-79.0219433,43.02952047
2019,Coastal Processes - Shoreline Hardening,LO01,Moderate Energy Nearshore with Connecting Channel,Hardened,Connecting Channel,SWOOP2015,0.830046424,-79.0219433,43.02952047,-79.01767743,43.03626635
2019,Coastal Processes - Shoreline Hardening,LO01,Moderate Energy Nearshore with Connecting Channel,Hardened,Connecting Channel,SWOOP2015,0.101516435,-79.01721775,43.03794536,-79.01703043,43.03884883
2019,Coastal Processes - Shoreline Hardening,LO01,Moderate Energy Nearshore with Connecting Channel,Natural,Connecting Channel,SWOOP2015,0.190280325,-79.01767743,43.03626635,-79.01721775,43.03794536
2019,Coastal Processes - Shoreline Hardening,LO01,Moderate Energy Nearshore with Connecting Channel,Natural,Connecting Channel,SWOOP2015,1.218409348,-79.01703043,43.03884883,-79.0203769,43.04934646
2019,Coastal Processes - Shoreline Hardening,LO01,Moderate Energy Nearshore with Connecting Channel,Hardened,Connecting Channel,SWOOP2015,0.352313905,-79.0203769,43.04934646,-79.02295464,43.05187717
2019,Coastal Processes - Shoreline Hardening,LO01,Moderate Energy Nearshore with Connecting Channel,Natural,Connecting Channel,SWOOP2015,0.336059344,-79.02629802,43.05586631,-79.02832099,43.05849937
2019,Coastal Processes - Shoreline Hardening,LO01,Moderate Energy Nearshore with Connecting Channel,Hardened,Connecting Channel,SWOOP2015,0.362311803,-79.02832099,43.05849937,-79.03187006,43.06033548
2019,Coastal Processes - Shoreline Hardening,LO01,Moderate Energy Nearshore with Connecting Channel,Natural,Connecting Channel,SWOOP2015,0.897796888,-79.03187006,43.06033548,-79.04264855,43.06152421
2019,Coastal Processes - Shoreline Hardening,LO01,Moderate Energy Nearshore with Connecting Channel,Hardened,Connecting Channel,SWOOP2015,0.252233364,-78.9639632,42.94968713,-78.96691456,42.95036107
2019,Coastal Processes - Shoreline Hardening,LO01,Moderate Energy Nearshore with Connecting Channel,Natural,Connecting Channel,SWOOP2015,0.283228253,-78.96691456,42.95036107,-78.97008003,42.95137697
2019,Coastal Processes - Shoreline Hardening,LO01,Moderate Energy Nearshore with Connecting Channel,Natural,Connecting Channel,SWOOP2015,0.398802536,-79.02295464,43.05187717,-79.02554499,43.05490559
2019,Coastal Processes - Shoreline Hardening,LO01,Moderate Energy Nearshore with Connecting Channel,Hardened,Connecting Channel,SWOOP2015,0.123096561,-79.02554499,43.05490559,-79.02629802,43.05586631
2019,Coastal Processes - Shoreline Hardening,LO01,Moderate Energy Nearshore with Connecting Channel,Hardened,Connecting Channel,SWOOP2015,3.943215437,-79.04264855,43.06152421,-79.07785834,43.07904865
2019,Coastal Processes - Shoreline Hardening,LO01,Moderate Energy Nearshore with Connecting Channel,Natural,Connecting Channel,SWOOP2015,0.247171057,-79.07785834,43.07904865,-79.0774804,43.08122876
2019,Coastal Processes - Shoreline Hardening,LO01,Moderate Energy Nearshore with Connecting Channel,Hardened,Connecting Channel,SWOOP2015,0.241226097,-79.0774804,43.08122876,-79.07656147,43.08328683
2019,Coastal Processes - Shoreline Hardening,LO01,Moderate Energy Nearshore with Connecting Channel,Natural,Connecting Channel,SWOOP2015,0.646682875,-79.07656147,43.08328683,-79.07230163,43.08730523
2019,Coastal Processes - Shoreline Hardening,LO01,Moderate Energy Nearshore with Connecting Channel,Hardened,Connecting Channel,SWOOP2015,0.127009949,-79.07230163,43.08730523,-79.07155728,43.08828245
2019,Coastal Processes - Shoreline Hardening,LO01,Moderate Energy Nearshore with Connecting Channel,Natural,Connecting Channel,SWOOP2015,2.913306472,-79.07155728,43.08828245,-79.05946716,43.11115017
2019,Coastal Processes - Shoreline Hardening,LO01,Moderate Energy Nearshore with Connecting Channel,Hardened,Connecting Channel,SWOOP2015,0.29629011,-79.05946716,43.11115017,-79.0607239,43.11364378
2019,Coastal Processes - Shoreline Hardening,LO01,Moderate Energy Nearshore with Connecting Channel,Natural,Connecting Channel,SWOOP2015,5.45718478,-79.0607239,43.11364378,-79.04351815,43.14414442
2019,Coastal Processes - Shoreline Hardening,LO01,Moderate Energy Nearshore with Connecting Channel,Hardened,Connecting Channel,SWOOP2015,0.651801431,-79.04351815,43.14414442,-79.04462143,43.14985227
2019,Coastal Processes - Shoreline Hardening,LO01,Moderate Energy Nearshore with Connecting Channel,Natural,Connecting Channel,SWOOP2015,1.883822647,-79.04462143,43.14985227,-79.05180631,43.16523247
2019,Coastal Processes - Shoreline Hardening,LO01,Moderate Energy Nearshore with Connecting Channel,Hardened,Connecting Channel,SWOOP2015,0.296801928,-79.05180631,43.16523247,-79.05352291,43.1675531
2019,Coastal Processes - Shoreline Hardening,LO01,Moderate Energy Nearshore with Connecting Channel,Natural,Connecting Channel,SWOOP2015,7.824124743,-79.05352291,43.1675531,-79.05968817,43.23377706
2019,Coastal Processes - Shoreline Hardening,LO01,Moderate Energy Nearshore with Connecting Channel,Hardened,Connecting Channel,SWOOP2015,0.21971948,-79.05968817,43.23377706,-79.05992245,43.23574721
2019,Coastal Processes - Shoreline Hardening,LO01,Moderate Energy Nearshore with Connecting Channel,Natural,Connecting Channel,SWOOP2015,1.831621354,-79.05992245,43.23574721,-79.05855284,43.25212566
2019,Coastal Processes - Shoreline Hardening,LO01,Moderate Energy Nearshore with Connecting Channel,Hardened,Connecting Channel,SWOOP2015,1.134490848,-79.06151027,43.25536387,-79.07329516,43.26008858
2019,Coastal Processes - Shoreline Hardening,LO01,Moderate Energy Nearshore with Connecting Channel,Natural,Lake,SWOOP2015,1.063168333,-79.07329516,43.26008858,-79.08525333,43.26228941
2019,Coastal Processes - Shoreline Hardening,LO01,Moderate Energy Nearshore with Connecting Channel,Hardened,Lake,SWOOP2015,0.939362676,-79.08525333,43.26228941,-79.09602906,43.26031244
2019,Coastal Processes - Shoreline Hardening,LO01,Moderate Energy Nearshore with Connecting Channel,Natural,Lake,SWOOP2015,2.598063861,-79.09602906,43.26031244,-79.12630714,43.25761636
2019,Coastal Processes - Shoreline Hardening,LO01,Moderate Energy Nearshore with Connecting Channel,Hardened,Lake,SWOOP2015,6.334611501,-79.12630714,43.25761636,-79.18777468,43.23162332
2019,Coastal Processes - Shoreline Hardening,LO01,Moderate Energy Nearshore with Connecting Channel,Natural,Sheltered,SWOOP2015,0.42706805,-79.18777468,43.23162332,-79.18857127,43.23063631
2019,Coastal Processes - Shoreline Hardening,LO01,Moderate Energy Nearshore with Connecting Channel,Natural,Lake,SWOOP2015,1.135494781,-79.18857127,43.23063631,-79.20020017,43.22764152
2019,Coastal Processes - Shoreline Hardening,LO01,Moderate Energy Nearshore with Connecting Channel,Hardened,Lake,SWOOP2015,0.756494128,-79.20020017,43.22764152,-79.20876925,43.22599782
2019,Coastal Processes - Shoreline Hardening,LO01,Moderate Energy Nearshore with Connecting Channel,Natural,Lake,SWOOP2015,0.413144778,-79.20876925,43.22599782,-79.21301403,43.22786326
2019,Coastal Processes - Shoreline Hardening,LO01,Moderate Energy Nearshore with Connecting Channel,Hardened,Lake,SWOOP2015,0.852118767,-79.21301403,43.22786326,-79.21284962,43.23401789
2019,Coastal Processes - Shoreline Hardening,LO01,Moderate Energy Nearshore with Connecting Channel,Natural,Lake,SWOOP2015,0.280365784,-79.21284962,43.23401789,-79.21250803,43.23593834
2019,Coastal Processes - Shoreline Hardening,LO01,Moderate Energy Nearshore with Connecting Channel,Hardened,Lake,SWOOP2015,0.74707569,-79.21250803,43.23593834,-79.21224954,43.24202456
2019,Coastal Processes - Shoreline Hardening,LO01,Moderate Energy Nearshore with Connecting Channel,Natural,Lake,SWOOP2015,0.224236158,-79.21224954,43.24202456,-79.21038721,43.24344531
2019,Coastal Processes - Shoreline Hardening,LO01,Moderate Energy Nearshore with Connecting Channel,Hardened,Lake,SWOOP2015,1.011010242,-79.21038721,43.24344531,-79.21566928,43.24455138
2019,Coastal Processes - Shoreline Hardening,LO02,Moderate Energy Nearshore,Hardened,Sheltered,SWOOP2015,0.162618773,-79.21567002,43.24455133,-79.21490014,43.24327389
2019,Coastal Processes - Shoreline Hardening,LO01,Moderate Energy Nearshore with Connecting Channel,Hardened,Sheltered,SWOOP2015,6.00E-05,-79.21566928,43.24455138,-79.21567002,43.24455133
2019,Coastal Processes - Shoreline Hardening,LO02,Moderate Energy Nearshore,Natural,Sheltered,SWOOP2015,1.651195912,-79.21490014,43.24327389,-79.21518514,43.22861034
2019,Coastal Processes - Shoreline Hardening,LO02,Moderate Energy Nearshore,Hardened,Sheltered,SWOOP2015,0.521065134,-79.21518514,43.22861034,-79.21571322,43.22571273
2019,Coastal Processes - Shoreline Hardening,LO02,Moderate Energy Nearshore,Hardened,Sheltered,SWOOP2015,0.456668564,-79.21571322,43.22571273,-79.21437465,43.22211662
2019,Coastal Processes - Shoreline Hardening,LO02,Moderate Energy Nearshore,Natural,Sheltered,SWOOP2015,0.374120221,-79.21437465,43.22211662,-79.21293822,43.21896012
2019,Coastal Processes - Shoreline Hardening,LO02,Moderate Energy Nearshore,Hardened,Sheltered,SWOOP2015,1.174456544,-79.21401234,43.21876725,-79.21847978,43.22845632
2019,Coastal Processes - Shoreline Hardening,LO02,Moderate Energy Nearshore,Natural,Sheltered,SWOOP2015,0.865300344,-79.21847978,43.22845632,-79.21871934,43.23619244
2019,Coastal Processes - Shoreline Hardening,LO02,Moderate Energy Nearshore,Natural,Sheltered,SWOOP2015,0.578042057,-79.21872238,43.23739261,-79.21861256,43.2425844
2019,Coastal Processes - Shoreline Hardening,LO02,Moderate Energy Nearshore,Hardened,Sheltered,SWOOP2015,0.133347471,-79.21871934,43.23619244,-79.21872238,43.23739261
2019,Coastal Processes - Shoreline Hardening,LO02,Moderate Energy Nearshore,Hardened,Lake,SWOOP2015,3.66E-05,-79.21775177,43.2446031,-79.21775194,43.2446028
2019,Coastal Processes - Shoreline Hardening,LO02,Moderate Energy Nearshore,Hardened,Sheltered,SWOOP2015,0.322639551,-79.21861256,43.2425844,-79.21775177,43.2446031
2019,Coastal Processes - Shoreline Hardening,LO02,Moderate Energy Nearshore,Natural,Lake,SWOOP2015,3.218531349,-79.21775194,43.2446028,-79.22993668,43.21933529
2019,Coastal Processes - Shoreline Hardening,LO02,Moderate Energy Nearshore,Hardened,Lake,SWOOP2015,2.19472891,-79.22993668,43.21933529,-79.25176927,43.208411
2019,Coastal Processes - Shoreline Hardening,LO02,Moderate Energy Nearshore,Natural,Lake,SWOOP2015,0.663850115,-79.25176927,43.208411,-79.25925236,43.20658035
2019,Coastal Processes - Shoreline Hardening,LO02,Moderate Energy Nearshore,Hardened,Lake,SWOOP2015,0.55195881,-79.25910609,43.20923026,-79.26364178,43.21112067
2019,Coastal Processes - Shoreline Hardening,LO02,Moderate Energy Nearshore,Hardened,Sheltered,SWOOP2015,0.684662106,-79.26364178,43.21112067,-79.26320471,43.20496544
2019,Coastal Processes - Shoreline Hardening,LO02,Moderate Energy Nearshore,Hardened,Lake,SWOOP2015,0.561388389,-79.26432893,43.21045989,-79.26405751,43.20549955
2019,Coastal Processes - Shoreline Hardening,LO02,Moderate Energy Nearshore,Natural,Lake,SWOOP2015,0.360720495,-79.26405751,43.20549955,-79.26767096,43.20392687
2019,Coastal Processes - Shoreline Hardening,LO02,Moderate Energy Nearshore,Hardened,Lake,SWOOP2015,1.572404558,-79.26767096,43.20392687,-79.28497333,43.19816863
2019,Coastal Processes - Shoreline Hardening,LO02,Moderate Energy Nearshore,Natural,Lake,SWOOP2015,0.136487106,-79.28497333,43.19816863,-79.28633365,43.19748224
2019,Coastal Processes - Shoreline Hardening,LO02,Moderate Energy Nearshore,Hardened,Lake,SWOOP2015,0.229982557,-79.28633365,43.19748224,-79.28876509,43.19647147
2019,Coastal Processes - Shoreline Hardening,LO02,Moderate Energy Nearshore,Natural,Lake,SWOOP2015,0.576407535,-79.28876509,43.19647147,-79.29500474,43.19421721
2019,Coastal Processes - Shoreline Hardening,LO02,Moderate Energy Nearshore,Hardened,Lake,SWOOP2015,1.910346484,-79.29500474,43.19421721,-79.31325408,43.18472723
2019,Coastal Processes - Shoreline Hardening,LO02,Moderate Energy Nearshore,Natural,Lake,SWOOP2015,0.22684053,-79.31325408,43.18472723,-79.31582865,43.18399613
2019,Coastal Processes - Shoreline Hardening,LO02,Moderate Energy Nearshore,Hardened,Lake,SWOOP2015,0.137023264,-79.31582865,43.18399613,-79.3173705,43.18375773
2019,Coastal Processes - Shoreline Hardening,LO02,Moderate Energy Nearshore,Natural,Sheltered,SWOOP2015,1.009810494,-79.3173705,43.18375773,-79.31929664,43.18283325
2019,Coastal Processes - Shoreline Hardening,LO02,Moderate Energy Nearshore,Natural,Lake,SWOOP2015,0.23419687,-79.31929664,43.18283325,-79.32207051,43.18233974
2019,Coastal Processes - Shoreline Hardening,LO02,Moderate Energy Nearshore,Hardened,Lake,SWOOP2015,0.345393596,-79.32207051,43.18233974,-79.32587522,43.18139142
2019,Coastal Processes - Shoreline Hardening,LO02,Moderate Energy Nearshore,Natural,Lake,SWOOP2015,0.156300772,-79.32587522,43.18139142,-79.32771689,43.18106918
2019,Coastal Processes - Shoreline Hardening,LO02,Moderate Energy Nearshore,Natural,Sheltered,SWOOP2015,0.380022683,-79.32771689,43.18106918,-79.32850553,43.18108267
2019,Coastal Processes - Shoreline Hardening,LO02,Moderate Energy Nearshore,Hardened,Lake,SWOOP2015,0.590545666,-79.32850553,43.18108267,-79.33547965,43.18064334
2019,Coastal Processes - Shoreline Hardening,LO02,Moderate Energy Nearshore,Natural,Lake,SWOOP2015,0.398533018,-79.33547965,43.18064334,-79.34021518,43.18053908
2019,Coastal Processes - Shoreline Hardening,LO02,Moderate Energy Nearshore,Hardened,Lake,SWOOP2015,1.826978695,-79.34021518,43.18053908,-79.3618306,43.18222968
2019,Coastal Processes - Shoreline Hardening,LO02,Moderate Energy Nearshore,Natural,Lake,SWOOP2015,0.324832274,-79.3618306,43.18222968,-79.36513648,43.18322916
2019,Coastal Processes - Shoreline Hardening,LO02,Moderate Energy Nearshore,Hardened,Lake,SWOOP2015,0.120228521,-79.36513648,43.18322916,-79.36596399,43.18384175
2019,Coastal Processes - Shoreline Hardening,LO02,Moderate Energy Nearshore,Hardened,Sheltered,SWOOP2015,0.56542576,-79.36596399,43.18384175,-79.37101923,43.18483009
2019,Coastal Processes - Shoreline Hardening,LO02,Moderate Energy Nearshore,Natural,Lake,SWOOP2015,0.152436436,-79.37952229,43.18733965,-79.38114854,43.18790525
2019,Coastal Processes - Shoreline Hardening,LO02,Moderate Energy Nearshore,Hardened,Lake,SWOOP2015,0.795708213,-79.37101923,43.18483009,-79.37952229,43.18733965
2019,Coastal Processes - Shoreline Hardening,LO02,Moderate Energy Nearshore,Hardened,Lake,SWOOP2015,0.147905943,-79.38114854,43.18790525,-79.38262022,43.18859813
2019,Coastal Processes - Shoreline Hardening,LO02,Moderate Energy Nearshore,Natural,Lake,SWOOP2015,0.876136863,-79.38262022,43.18859813,-79.39084311,43.19276456
2019,Coastal Processes - Shoreline Hardening,LO02,Moderate Energy Nearshore,Hardened,Lake,SWOOP2015,5.49251551,-79.39084311,43.19276456,-79.45498015,43.19732808
2019,Coastal Processes - Shoreline Hardening,LO02,Moderate Energy Nearshore,Natural,Lake,SWOOP2015,0.149932055,-79.45498015,43.19732808,-79.45678829,43.19729623
2019,Coastal Processes - Shoreline Hardening,LO02,Moderate Energy Nearshore,Hardened,Lake,SWOOP2015,1.549963462,-79.45678829,43.19729623,-79.47257599,43.19532202
2019,Coastal Processes - Shoreline Hardening,LO02,Moderate Energy Nearshore,Natural,Lake,SWOOP2015,0.167570987,-79.47257599,43.19532202,-79.47455623,43.19573329
2019,Coastal Processes - Shoreline Hardening,LO02,Moderate Energy Nearshore,Hardened,Lake,SWOOP2015,0.558765955,-79.47455623,43.19573329,-79.48092714,43.1959882
2019,Coastal Processes - Shoreline Hardening,LO02,Moderate Energy Nearshore,Natural,Lake,SWOOP2015,0.549404288,-79.48092714,43.1959882,-79.48689374,43.19462085
2019,Coastal Processes - Shoreline Hardening,LO02,Moderate Energy Nearshore,Hardened,Lake,SWOOP2015,0.232173834,-79.48689374,43.19462085,-79.48936458,43.19434879
2019,Coastal Processes - Shoreline Hardening,LO02,Moderate Energy Nearshore,Natural,Lake,SWOOP2015,0.157871291,-79.48936458,43.19434879,-79.4911528,43.19442083
2019,Coastal Processes - Shoreline Hardening,LO02,Moderate Energy Nearshore,Hardened,Lake,SWOOP2015,0.188600695,-79.4911528,43.19442083,-79.49335743,43.19471421
2019,Coastal Processes - Shoreline Hardening,LO02,Moderate Energy Nearshore,Natural,Lake,SWOOP2015,0.25592665,-79.49335743,43.19471421,-79.49631655,43.19542971
2019,Coastal Processes - Shoreline Hardening,LO02,Moderate Energy Nearshore,Hardened,Lake,SWOOP2015,0.812873525,-79.49631655,43.19542971,-79.50550023,43.19601458
2019,Coastal Processes - Shoreline Hardening,LO02,Moderate Energy Nearshore,Natural,Lake,SWOOP2015,0.19736779,-79.50550023,43.19601458,-79.50773806,43.19570117
2019,Coastal Processes - Shoreline Hardening,LO02,Moderate Energy Nearshore,Hardened,Lake,SWOOP2015,0.517733282,-79.50773806,43.19570117,-79.51399573,43.19521528
2019,Coastal Processes - Shoreline Hardening,LO02,Moderate Energy Nearshore,Natural,Lake,SWOOP2015,0.161475942,-79.51399573,43.19521528,-79.51593981,43.19547185
2019,Coastal Processes - Shoreline Hardening,LO02,Moderate Energy Nearshore,Hardened,Lake,SWOOP2015,0.476898613,-79.51593981,43.19547185,-79.5213652,43.19511614
2019,Coastal Processes - Shoreline Hardening,LO02,Moderate Energy Nearshore,Natural,Lake,SWOOP2015,0.404491461,-79.5213652,43.19511614,-79.52601522,43.19531311
2019,Coastal Processes - Shoreline Hardening,LO02,Moderate Energy Nearshore,Hardened,Lake,SWOOP2015,1.406955607,-79.52601522,43.19531311,-79.54152069,43.19883318
2019,Coastal Processes - Shoreline Hardening,LO02,Moderate Energy Nearshore,Natural,Lake,SWOOP2015,0.335542349,-79.54152069,43.19883318,-79.54470447,43.20068733
2019,Coastal Processes - Shoreline Hardening,LO02,Moderate Energy Nearshore,Hardened,Lake,SWOOP2015,0.112762493,-79.54470447,43.20068733,-79.54574823,43.20134606
2019,Coastal Processes - Shoreline Hardening,LO02,Moderate Energy Nearshore,Natural,Lake,SWOOP2015,0.174527361,-79.54574823,43.20134606,-79.54748482,43.20226917
2019,Coastal Processes - Shoreline Hardening,LO02,Moderate Energy Nearshore,Hardened,Lake,SWOOP2015,0.436943464,-79.54748482,43.20226917,-79.5513301,43.20473028
2019,Coastal Processes - Shoreline Hardening,LO02,Moderate Energy Nearshore,Hardened,Sheltered,SWOOP2015,0.146679296,-79.55142201,43.20367252,-79.55174679,43.20474279
2019,Coastal Processes - Shoreline Hardening,LO02,Moderate Energy Nearshore,Hardened,Lake,SWOOP2015,0.133703013,-79.55174679,43.20474279,-79.55192463,43.20361404
2019,Coastal Processes - Shoreline Hardening,LO02,Moderate Energy Nearshore,Natural,Sheltered,SWOOP2015,0.073200693,-79.55192463,43.20361404,-79.55237758,43.20314095
2019,Coastal Processes - Shoreline Hardening,LO02,Moderate Energy Nearshore,Hardened,Lake,SWOOP2015,1.10840641,-79.55256167,43.20381367,-79.56415973,43.2067924
2019,Coastal Processes - Shoreline Hardening,LO02,Moderate Energy Nearshore,Natural,Lake,SWOOP2015,0.186851221,-79.56415973,43.2067924,-79.56641181,43.20669829
2019,Coastal Processes - Shoreline Hardening,LO02,Moderate Energy Nearshore,Hardened,Lake,SWOOP2015,1.413070252,-79.56641181,43.20669829,-79.58297849,43.20547926
2019,Coastal Processes - Shoreline Hardening,LO02,Moderate Energy Nearshore,Natural,Lake,SWOOP2015,0.140033917,-79.58297849,43.20547926,-79.58455691,43.20595804
2019,Coastal Processes - Shoreline Hardening,LO02,Moderate Energy Nearshore,Hardened,Lake,SWOOP2015,0.310561499,-79.58455691,43.20595804,-79.58785974,43.2072041
2019,Coastal Processes - Shoreline Hardening,LO02,Moderate Energy Nearshore,Hardened,Lake,SWOOP2015,0.144318311,-79.59422643,43.21025927,-79.59545258,43.21064231
2019,Coastal Processes - Shoreline Hardening,LO02,Moderate Energy Nearshore,Natural,Lake,SWOOP2015,0.627408405,-79.58785974,43.2072041,-79.59422643,43.21025927
2019,Coastal Processes - Shoreline Hardening,LO02,Moderate Energy Nearshore,Natural,Lake,SWOOP2015,0.098825092,-79.59545258,43.21064231,-79.59639465,43.21087332
2019,Coastal Processes - Shoreline Hardening,LO02,Moderate Energy Nearshore,Hardened,Lake,SWOOP2015,2.120651846,-79.59639465,43.21087332,-79.61626949,43.22238501
2019,Coastal Processes - Shoreline Hardening,LO02,Moderate Energy Nearshore,Natural,Lake,SWOOP2015,0.431780899,-79.61626949,43.22238501,-79.61891615,43.22561515
2019,Coastal Processes - Shoreline Hardening,LO02,Moderate Energy Nearshore,Hardened,Lake,SWOOP2015,2.754952344,-79.62295074,43.22606076,-79.65371136,43.22271045
2019,Coastal Processes - Shoreline Hardening,LO02,Moderate Energy Nearshore,Natural,Lake,SWOOP2015,0.222601635,-79.65371136,43.22271045,-79.65623679,43.22308925
2019,Coastal Processes - Shoreline Hardening,LO02,Moderate Energy Nearshore,Hardened,Lake,SWOOP2015,2.859938764,-79.65623679,43.22308925,-79.68645743,43.23401468
2019,Coastal Processes - Shoreline Hardening,LO02,Moderate Energy Nearshore,Natural,Lake,SWOOP2015,0.292507797,-79.68645743,43.23401468,-79.68918893,43.23568968
2019,Coastal Processes - Shoreline Hardening,LO02,Moderate Energy Nearshore,Hardened,Lake,SWOOP2015,4.32744327,-79.69011413,43.23487756,-79.73624101,43.2455193
2019,Coastal Processes - Shoreline Hardening,LO02,Moderate Energy Nearshore,Natural,Lake,SWOOP2015,7.944562002,-79.73624101,43.2455193,-79.79404176,43.29791817
2019,Coastal Processes - Shoreline Hardening,LO02,Moderate Energy Nearshore,Hardened,Lake,SWOOP2015,0.538053064,-79.79404176,43.29791817,-79.7904195,43.3011447
2019,Coastal Processes - Shoreline Hardening,LO03,Sheltered Embayment,Hardened,Sheltered,SWOOP2015,14.51570844,-79.81632708,43.28228109,-79.88963894,43.27975763
2019,Coastal Processes - Shoreline Hardening,LO09,High Energy Nearshore,Natural,Lake,Google Earth,10.42359769,-78.5686255,43.89665467,-78.4464892,43.90957891
2019,Coastal Processes - Shoreline Hardening,LO12,Sheltered Embayment,Natural,Sheltered,SCOOP2013,28.01889538,-77.32122811,44.08184593,-77.38146293,44.14104775
2019,Coastal Processes - Shoreline Hardening,LO03,Sheltered Embayment,Hardened,Sheltered,SWOOP2015,11.83458625,-79.7904195,43.3011447,-79.8076166,43.27176312
2019,Coastal Processes - Shoreline Hardening,LO03,Sheltered Embayment,Natural,Sheltered,SWOOP2015,2.075586259,-79.8076166,43.27176312,-79.81632708,43.28228109
